ID,Género,Grupo Étnico,Nivel Educativo Padres,Tipo De Almuerzo,Preparación Para Examen,Nota Matemáticas,Nota Lectura,Nota Escritura,Estado Civil Padres,Práctica Deportiva,Medio De Transporte,Horas De Estudio Semanal
9958,male,group B,bachelor's degree,free/reduced,completed,68,78,77,divorced,regularly,school_bus,> 10
9959,female,group D,some high school,standard,none,53,65,56,married,regularly,walking,5 - 10
9960,male,group D,some college,standard,completed,93,76,82,married,sometimes,walking,< 5
9961,female,group D,associate's degree,free/reduced,completed,71,79,87,married,sometimes,private,5 - 10
9962,female,group B,some college,standard,completed,72,82,83,married,sometimes,school_bus,5 - 10
9963,male,group D,high school,standard,completed,72,72,61,divorced,sometimes,private,5 - 10
9964,male,group D,some high school,standard,none,53,45,44,married,regularly,private,> 10
9965,female,group D,bachelor's degree,free/reduced,none,73,81,87,married,sometimes,private,5 - 10
9966,male,group A,associate's degree,standard,completed,78,82,76,married,sometimes,private,5 - 10
9967,female,group E,associate's degree,free/reduced,none,55,68,69,married,regularly,private,< 5
9968,male,group D,associate's degree,free/reduced,completed,67,55,57,married,regularly,school_bus,5 - 10
9969,female,group E,associate's degree,standard,none,100,93,99,married,regularly,school_bus,5 - 10
9970,female,group C,associate's degree,free/reduced,completed,68,79,82,married,sometimes,walking,5 - 10
9971,male,group C,bachelor's degree,standard,completed,54,58,54,single,sometimes,private,5 - 10
9972,male,group B,master's degree,standard,none,99,99,88,married,never,school_bus,5 - 10
9973,female,group E,associate's degree,standard,none,74,90,85,single,regularly,private,5 - 10
9974,male,group C,master's degree,free/reduced,none,67,75,65,single,sometimes,school_bus,5 - 10
9975,female,group C,high school,free/reduced,none,53,64,62,married,regularly,school_bus,> 10
9976,male,group B,bachelor's degree,standard,none,100,85,87,married,sometimes,private,5 - 10
9977,male,group B,some high school,standard,none,86,78,74,divorced,regularly,private,5 - 10
9978,female,group E,associate's degree,standard,completed,89,84,88,single,regularly,school_bus,5 - 10
9979,female,group D,some college,free/reduced,none,49,64,57,married,never,school_bus,5 - 10
9980,female,group D,some high school,free/reduced,completed,56,61,69,divorced,sometimes,school_bus,5 - 10
9981,male,group D,associate's degree,standard,none,79,62,58,married,sometimes,school_bus,< 5
9982,female,group C,associate's degree,standard,completed,68,73,75,married,never,school_bus,> 10
9983,female,group C,some college,free/reduced,none,46,58,55,not specified,regularly,private,5 - 10
9984,male,group A,high school,standard,none,91,84,75,divorced,sometimes,school_bus,< 5
9985,female,group C,some college,standard,none,80,80,88,married,sometimes,walking,< 5
9986,female,group D,some high school,standard,none,62,56,62,single,sometimes,school_bus,5 - 10
9987,male,group C,associate's degree,standard,none,72,60,57,single,sometimes,school_bus,5 - 10
9988,male,group D,some high school,standard,completed,49,40,46,married,sometimes,school_bus,5 - 10
9989,male,group D,some college,standard,none,69,67,66,married,never,private,< 5
9990,female,group B,associate's degree,free/reduced,none,29,36,33,married,sometimes,school_bus,< 5
9991,male,group C,associate's degree,standard,completed,84,78,73,married,never,school_bus,< 5
9992,male,group B,some college,standard,completed,80,64,68,married,regularly,private,5 - 10
9993,female,group C,some college,free/reduced,none,40,55,46,married,sometimes,walking,< 5
9994,male,group C,associate's degree,standard,none,88,84,82,single,regularly,school_bus,< 5
9995,female,group C,associate's degree,standard,none,90,83,89,married,sometimes,private,5 - 10
9996,female,group B,some high school,free/reduced,none,31,42,44,divorced,sometimes,private,> 10
9997,male,group E,some high school,standard,completed,98,92,83,married,regularly,school_bus,< 5
9998,male,group E,master's degree,standard,none,80,77,76,single,never,school_bus,5 - 10
9999,male,group D,some college,standard,completed,70,76,71,divorced,sometimes,private,5 - 10
10000,female,group C,high school,standard,none,64,72,69,widowed,sometimes,private,5 - 10
10001,female,group C,some high school,free/reduced,completed,55,78,74,married,regularly,private,< 5
10002,male,group D,associate's degree,standard,completed,81,73,79,single,regularly,private,5 - 10
10003,female,group D,bachelor's degree,standard,completed,69,66,72,married,regularly,school_bus,> 10
10004,female,group A,some college,free/reduced,completed,56,65,65,married,sometimes,school_bus,> 10
10005,male,group D,high school,standard,none,57,57,50,married,sometimes,walking,< 5
10006,male,group B,bachelor's degree,standard,completed,97,95,93,divorced,sometimes,private,5 - 10
10007,female,group A,associate's degree,standard,none,71,68,65,single,regularly,private,< 5
10008,male,group C,bachelor's degree,standard,completed,55,51,56,married,regularly,walking,5 - 10
10009,male,group B,some college,free/reduced,none,64,66,63,married,regularly,private,< 5
10010,male,group C,some high school,standard,none,81,75,74,married,regularly,private,< 5
10011,male,group B,high school,free/reduced,none,49,45,44,married,regularly,school_bus,5 - 10
10012,female,group E,some college,standard,completed,74,81,89,divorced,regularly,private,5 - 10
10013,male,group D,associate's degree,free/reduced,none,48,47,44,married,sometimes,private,5 - 10
10014,male,group D,bachelor's degree,standard,completed,77,77,75,married,sometimes,private,5 - 10
10015,female,group D,some college,free/reduced,none,80,78,83,married,sometimes,walking,< 5
10016,male,group B,high school,standard,none,84,81,82,divorced,regularly,school_bus,< 5
10017,male,group C,associate's degree,standard,none,73,77,67,married,regularly,school_bus,< 5
10018,female,group D,some college,standard,none,57,68,67,single,sometimes,private,5 - 10
10019,male,group B,high school,standard,none,79,77,62,divorced,sometimes,school_bus,< 5
10020,male,group C,some high school,free/reduced,none,50,51,51,married,sometimes,private,< 5
10021,female,group B,high school,standard,none,56,77,74,single,sometimes,school_bus,> 10
10022,male,group D,high school,standard,none,65,72,65,married,sometimes,school_bus,< 5
10023,male,group E,high school,standard,none,65,64,59,married,sometimes,private,5 - 10
10024,male,group E,some college,free/reduced,none,56,57,53,married,regularly,school_bus,> 10
10025,male,group D,high school,standard,none,77,66,73,married,sometimes,walking,5 - 10
10026,male,group C,associate's degree,free/reduced,none,71,65,59,married,regularly,private,5 - 10
10027,male,group D,associate's degree,standard,completed,94,98,96,married,sometimes,school_bus,5 - 10
10028,female,group B,some college,free/reduced,completed,60,75,69,married,sometimes,private,< 5
10029,male,group C,some college,free/reduced,completed,71,73,69,not specified,never,walking,< 5
10030,male,group A,high school,standard,none,51,41,37,single,regularly,private,< 5
10031,female,group E,some college,standard,none,68,70,67,married,sometimes,private,5 - 10
10032,female,group C,some college,free/reduced,none,63,74,76,married,regularly,private,< 5
10033,male,group B,some college,standard,none,62,50,51,divorced,sometimes,private,5 - 10
10034,male,group E,associate's degree,standard,none,87,88,88,married,sometimes,school_bus,5 - 10
10035,female,group C,high school,free/reduced,none,37,49,43,single,sometimes,private,5 - 10
10036,female,group C,high school,standard,completed,48,60,52,not specified,regularly,walking,5 - 10
10037,male,group C,master's degree,standard,completed,87,87,90,divorced,sometimes,private,< 5
10038,female,group D,high school,free/reduced,completed,69,69,70,married,never,school_bus,5 - 10
10039,male,group B,some college,standard,none,60,48,46,married,regularly,school_bus,> 10
10040,male,group C,bachelor's degree,standard,none,86,72,73,single,regularly,school_bus,5 - 10
10041,male,group B,some college,standard,completed,70,54,66,single,regularly,school_bus,5 - 10
10042,female,group B,master's degree,standard,none,86,88,92,married,regularly,school_bus,< 5
10043,male,group C,master's degree,free/reduced,none,63,66,68,single,regularly,private,5 - 10
10044,male,group C,high school,free/reduced,completed,67,63,62,single,sometimes,private,5 - 10
10045,male,group D,some high school,standard,completed,75,77,78,not specified,regularly,school_bus,5 - 10
10046,female,group D,some college,standard,none,90,95,97,married,regularly,private,> 10
10047,female,group B,associate's degree,standard,none,80,85,86,married,sometimes,school_bus,5 - 10
10048,female,group C,some high school,standard,completed,78,85,77,not specified,sometimes,walking,5 - 10
10049,male,group B,master's degree,free/reduced,none,74,89,80,married,sometimes,school_bus,< 5
10050,female,group E,high school,standard,none,76,79,78,single,regularly,private,5 - 10
10051,female,group B,associate's degree,standard,completed,67,81,79,single,never,school_bus,5 - 10
10052,male,group D,bachelor's degree,standard,none,81,87,85,married,sometimes,school_bus,5 - 10
10053,female,group A,bachelor's degree,standard,completed,74,97,97,single,regularly,private,< 5
10054,male,group C,bachelor's degree,free/reduced,none,48,43,44,married,sometimes,school_bus,5 - 10
10055,female,group E,some college,standard,none,71,71,65,married,sometimes,school_bus,5 - 10
10056,female,group D,high school,free/reduced,none,30,41,34,married,never,school_bus,< 5
10057,male,group C,associate's degree,free/reduced,none,63,68,65,single,regularly,private,5 - 10
10058,male,group C,master's degree,standard,completed,78,81,76,married,sometimes,school_bus,< 5
10059,female,group D,some college,standard,none,58,62,61,single,sometimes,private,5 - 10
10060,male,group D,associate's degree,free/reduced,none,66,59,58,married,regularly,school_bus,< 5
10061,female,group B,some college,standard,none,69,76,78,married,regularly,private,< 5
10062,male,group D,some college,standard,none,80,70,64,married,sometimes,walking,< 5
10063,female,group C,high school,standard,none,85,91,87,single,regularly,school_bus,5 - 10
10064,female,group B,master's degree,free/reduced,none,58,67,71,married,regularly,school_bus,5 - 10
10065,male,group E,bachelor's degree,standard,none,100,87,84,married,sometimes,school_bus,< 5
10066,male,group C,some college,standard,none,66,67,65,married,sometimes,school_bus,< 5
10067,male,group E,associate's degree,standard,none,63,54,46,single,regularly,school_bus,5 - 10
10068,male,group E,some high school,standard,completed,95,82,81,married,regularly,school_bus,5 - 10
10069,male,group D,some high school,standard,none,51,48,41,divorced,sometimes,school_bus,5 - 10
10070,female,group C,some high school,standard,completed,43,52,53,married,never,private,5 - 10
10071,female,group A,master's degree,standard,none,48,65,61,divorced,sometimes,school_bus,> 10
10072,male,group B,master's degree,standard,none,93,83,76,single,regularly,private,5 - 10
10073,male,group E,some college,standard,none,80,67,65,married,regularly,school_bus,5 - 10
10074,female,group B,master's degree,standard,completed,82,100,100,divorced,regularly,school_bus,> 10
10075,male,group E,some college,free/reduced,none,62,53,47,divorced,sometimes,school_bus,< 5
10076,male,group D,high school,free/reduced,completed,50,55,57,single,sometimes,private,5 - 10
10077,female,group D,associate's degree,standard,none,72,78,68,divorced,sometimes,walking,5 - 10
10078,female,group D,high school,standard,none,52,64,63,divorced,regularly,school_bus,5 - 10
10079,male,group B,high school,free/reduced,completed,57,61,57,married,sometimes,school_bus,< 5
10080,female,group B,bachelor's degree,standard,none,51,59,66,married,regularly,school_bus,5 - 10
10081,female,group C,associate's degree,standard,completed,89,95,100,single,regularly,school_bus,> 10
10082,male,group C,high school,standard,none,72,73,68,married,regularly,private,< 5
10083,female,group C,high school,free/reduced,none,40,54,59,divorced,regularly,school_bus,5 - 10
10084,female,group E,associate's degree,standard,none,62,67,65,divorced,sometimes,school_bus,> 10
10085,male,group E,high school,free/reduced,none,77,76,61,married,never,school_bus,> 10
10086,female,group A,some college,free/reduced,completed,40,48,47,single,regularly,school_bus,5 - 10
10087,female,group D,some high school,free/reduced,none,50,58,60,married,never,walking,5 - 10
10088,male,group D,some college,free/reduced,none,40,40,44,married,sometimes,private,< 5
10089,male,group E,some high school,free/reduced,completed,66,60,62,married,sometimes,school_bus,5 - 10
10090,female,group D,some high school,free/reduced,none,43,56,50,divorced,sometimes,school_bus,< 5
10091,female,group B,associate's degree,free/reduced,none,57,72,62,single,regularly,private,5 - 10
10092,female,group E,bachelor's degree,free/reduced,none,85,94,89,single,sometimes,private,5 - 10
10093,female,group C,some high school,standard,none,62,76,74,married,regularly,school_bus,5 - 10
10094,male,group C,high school,standard,none,76,64,62,married,regularly,school_bus,5 - 10
